"$1,306.80"
"$1,319.20"
"$1,323.40"
"$1,317.90"
"$1,322.80"
"$1,333.00"
"$1,324.00"
"$1,338.30"
"$1,348.80"
"$1,353.50"
"$1,349.50"
"$1,350.70"
"$1,347.90"
"$1,341.90"
"$1,360.00"
"$1,345.90"
"$1,340.10"
"$1,336.10"
"$1,328.50"
"$1,340.20"
"$1,337.30"
"$1,352.90"
"$1,327.30"
"$1,330.00"
"$1,347.90"
"$1,360.90"
"$1,355.70"
"$1,333.20"
"$1,321.50"
"$1,311.90"
"$1,317.80"
"$1,312.30"
"$1,317.80"
"$1,325.60"
"$1,327.10"
"$1,320.80"
"$1,324.00"
"$1,321.70"
"$1,327.60"
"$1,335.20"
"$1,319.90"
"$1,323.40"
"$1,305.20"
"$1,317.90"
"$1,315.50"
"$1,332.80"
"$1,330.30"
"$1,332.70"
"$1,332.10"
"$1,331.20"
"$1,356.20"
"$1,355.30"
"$1,358.00"
"$1,330.40"
"$1,326.40"
"$1,315.70"
"$1,319.00"
"$1,314.60"
"$1,329.50"
"$1,336.50"
"$1,337.30"
"$1,347.90"
"$1,343.10"
"$1,340.00"
"$1,345.10"
"$1,357.20"
"$1,368.00"
"$1,361.40"
"$1,336.70"
"$1,331.90"
"$1,333.10"
"$1,327.20"
"$1,339.20"
"$1,337.10"
"$1,334.90"
"$1,322.50"
"$1,319.30"
"$1,313.70"
"$1,320.40"
"$1,322.30"
"$1,321.60"
"$1,318.50"
"$1,316.10"
"$1,309.30"
"$1,297.20"
"$1,291.40"
"$1,287.50"
"$1,278.80"
"$1,270.60"
"$1,269.60"
"$1,264.20"
"$1,265.50"
"$1,257.50"
"$1,257.10"
"$1,248.60"
"$1,241.70"
"$1,246.90"
"$1,248.40"
"$1,253.10"
"$1,266.10"
"$1,264.90"
"$1,277.70"
"$1,282.30"
"$1,276.70"
"$1,286.20"
"$1,299.20"
"$1,298.90"
"$1,291.80"
"$1,296.80"
"$1,281.70"
"$1,275.30"
"$1,296.50"
"$1,278.20"
"$1,277.70"
"$1,282.90"
"$1,278.90"
"$1,274.20"
"$1,287.50"
"$1,283.70"
"$1,275.80"
"$1,281.60"
"$1,269.20"
"$1,278.10"
"$1,277.30"
"$1,270.50"
"$1,277.70"
"$1,271.80"
"$1,269.60"
"$1,279.00"
"$1,278.30"
"$1,280.90"
"$1,280.50"
"$1,290.00"
"$1,283.00"
"$1,286.20"
"$1,303.00"
"$1,304.60"
"$1,296.50"
"$1,288.90"
"$1,293.80"
"$1,285.00"
"$1,274.90"
"$1,273.20"
"$1,276.80"
"$1,274.60"
"$1,275.80"
"$1,284.80"
"$1,288.70"
"$1,287.80"
"$1,301.70"
"$1,311.50"
"$1,297.50"
"$1,294.80"
"$1,316.40"
"$1,310.60"
"$1,310.80"
"$1,325.20"
"$1,329.30"
"$1,328.00"
"$1,332.70"
"$1,335.70"
"$1,351.20"
"$1,350.30"
"$1,339.00"
"$1,344.50"
"$1,330.40"
"$1,322.20"
"$1,314.10"
"$1,318.90"
"$1,315.30"
"$1,297.90"
"$1,292.00"
"$1,294.70"
"$1,291.00"
"$1,296.70"
"$1,291.60"
"$1,292.40"
"$1,282.90"
"$1,279.70"
"$1,290.40"
"$1,294.00"
"$1,290.10"
"$1,279.30"
"$1,262.60"
"$1,264.70"
"$1,264.60"
"$1,274.40"
"$1,278.40"
"$1,279.40"
"$1,273.40"
"$1,275.30"
"$1,266.50"
"$1,255.60"
"$1,258.50"
"$1,260.70"
"$1,261.00"
"$1,245.50"
"$1,242.00"
"$1,241.90"
"$1,233.70"
"$1,227.50"
"$1,217.30"
"$1,219.10"
"$1,214.70"
"$1,213.20"
"$1,209.70"
"$1,223.30"
"$1,221.70"
"$1,219.20"
"$1,242.30"
"$1,245.80"
"$1,249.10"
"$1,246.90"
"$1,246.40"
"$1,256.40"
"$1,249.40"
"$1,245.80"
"$1,243.50"
